0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
0.0,1.74846E-7;1.0,-1.311345E-6,0.0
