4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
4.50634E-4,-0.00315172;1.0,0.02363789467397929,0.0
